gene,direction,meta_scope_used,rho_threshold,k_datasets,n_scope_datasets,k_concordant,direction_concordant,fisher_padj,stouffer_padj,mean_abs_rrb,r_rb,correlation_p_value,correlation_padj,directional_correlation_strength,passes_fisher,passes_stouffer,passes_k_mode,passes_effect_floor,passes_correlation_threshold,selected_for_analysis
PSENEN,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0878592807537021,0.999999999982174,0.481,0.481,0.976568379727972,0.999999999982174,0.481,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
UGCG,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0884305534021347,0.496494572707944,0.49,0.49,0.294461875511692,0.496494572707944,0.49,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PIP4P2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0884604255461641,0.206420877364981,0.353,0.353,0.103145526456904,0.206420877364981,0.353,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RIMS4,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0885811140924141,0.999999999982174,0.439,0.439,0.926301733826119,0.999999999982174,0.439,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CAB39,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0886400040072042,0.513986194794471,0.494,0.494,0.305643991935958,0.513986194794471,0.494,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SYT14,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.088755996686161,0.25741648907813,0.386,0.386,0.134455593823514,0.25741648907813,0.386,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DET1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.088863694099156,0.204676225170734,0.35,0.35,0.101758840249978,0.204676225170734,0.35,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CEMIP2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0894189904125727,0.357720499789107,0.438,0.438,0.202145829597807,0.357720499789107,0.438,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PIMREG,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0896388482106543,0.999999999982174,0.543,0.543,0.998232154883104,0.999999999982174,0.543,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
JRKL,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0897896938420083,0.224111616979773,0.363,0.363,0.113324364812414,0.224111616979773,0.363,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LINC00472,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.089812433127024,0.20574150531685,0.349,0.349,0.102611958312114,0.20574150531685,0.349,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PARD3B,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.090103662249099,0.2042201046517,0.347,0.347,0.101467850738895,0.2042201046517,0.347,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TBC1D4,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.090103662249099,0.536800959015068,0.499,0.499,0.321821661739584,0.536800959015068,0.499,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CRIM1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0901286015040613,0.304072919854429,0.411,0.411,0.165040836373819,0.304072919854429,0.411,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MYO9A,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0908844843276637,0.200492913983952,0.343,0.343,0.0989650734238396,0.200492913983952,0.343,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
YBX2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0909717692379031,0.999999999982174,0.453,0.453,0.949288968312072,0.999999999982174,0.453,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MLST8,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0913505596332658,0.999999999982174,0.493,0.493,0.985282976056373,0.999999999982174,0.493,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GNG5,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0914944213423496,0.999999999982174,0.497,0.497,0.987517930652344,0.999999999982174,0.497,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
COX7B,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0918576596508525,0.999999999982174,0.463,0.463,0.963031491562161,0.999999999982174,0.463,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TMOD2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.092084018324197,0.287011234359697,0.399,0.399,0.15379469916632801,0.287011234359697,0.399,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TSPAN14,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0922478675382539,0.34924807604836,0.43,0.43,0.196259846508937,0.34924807604836,0.43,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MRPL33,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0922688011893653,0.999999999982174,0.464,0.464,0.964348835669545,0.999999999982174,0.464,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SPRY2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0923142083391967,0.406007012141762,0.453,0.453,0.233900895045191,0.406007012141762,0.453,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TBC1D8B,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0927814787591468,0.208698564381557,0.347,0.347,0.104611796108239,0.208698564381557,0.347,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MRPL11,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0927814787591468,0.999999999982174,0.577,0.577,0.999803503564354,0.999999999982174,0.577,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PDE4D,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0931994072148518,0.319625889003317,0.414,0.414,0.175794238951824,0.319625889003317,0.414,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ARB2A,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0932166106801123,0.592472400320018,0.511,0.511,0.359582305854602,0.592472400320018,0.511,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PHLDA1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0932300522715011,0.592472400320018,0.511,0.511,0.359535712453305,0.592472400320018,0.511,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MMP15,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0932300522715011,0.999999999982174,0.449,0.449,0.947185800592401,0.999999999982174,0.449,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DYNLT2B,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.09328543127351,0.999999999982174,0.423,0.423,0.902356474004667,0.999999999982174,0.423,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PIN4,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0935840759464546,0.999999999982174,0.419,0.419,0.89425994892812,0.999999999982174,0.419,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
POLA2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0935840759464546,0.999999999982174,0.396,0.396,0.836089576082513,0.999999999982174,0.396,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GRTP1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0940894340581891,0.999999999982174,0.416,0.416,0.888724227753307,0.999999999982174,0.416,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FGFR1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0940919829454669,0.232437080020986,0.361,0.361,0.11819206238803,0.232437080020986,0.361,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ARHGAP22,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0941186618429664,0.403998148905943,0.449,0.449,0.232421746880767,0.403998148905943,0.449,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LEMD3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0941186618429664,0.269008175218155,0.384,0.384,0.141948338998762,0.269008175218155,0.384,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PCDHB15,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0941186618429664,0.202672833857798,0.338,0.338,0.100189212208949,0.202672833857798,0.338,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PCDHAC1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0945170090590252,0.452196022195346,0.467,0.467,0.265203013017082,0.452196022195346,0.467,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CNIH2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0945396894666341,0.999999999982174,0.426,0.426,0.909576966972864,0.999999999982174,0.426,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PSTK,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0950971258331899,0.999999999982174,0.383,0.383,0.799548082581221,0.999999999982174,0.383,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PTAR1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0951034035496395,0.251042418850253,0.372,0.372,0.13057363546488,0.251042418850253,0.372,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SLC45A4,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0952264671494426,0.271745611329661,0.385,0.385,0.14422491012037,0.271745611329661,0.385,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
INSIG2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0952264671494426,0.251547061874568,0.372,0.372,0.13091521616428,0.251547061874568,0.372,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SEC24A,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0954001016393814,0.342674155570783,0.422,0.422,0.191811319784904,0.342674155570783,0.422,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GALNT4,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0954871125577186,0.365659295540069,0.432,0.432,0.206861972539806,0.365659295540069,0.432,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DYNLT1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0960651961303041,0.999999999982174,0.429,0.429,0.918608568054555,0.999999999982174,0.429,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MCFD2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0963750929127017,0.208615169820698,0.34,0.34,0.10443878941967,0.208615169820698,0.34,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NDUFB7,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0970357746909008,0.999999999982174,0.529,0.529,0.99716539957075,0.999999999982174,0.529,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PLXNA1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0970357746909008,0.537143892728287,0.49,0.49,0.322286335636972,0.537143892728287,0.49,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SF3B4,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0974438116643618,0.999999999982174,0.366,0.366,0.750658653806829,0.999999999982174,0.366,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MMP14,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0976952392060923,0.31531714173031,0.405,0.405,0.172730333614528,0.31531714173031,0.405,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MRPL34,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0982790925824582,0.999999999982174,0.428,0.428,0.918891292320515,0.999999999982174,0.428,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
XRCC3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0982790925824582,0.999999999982174,0.425,0.425,0.913719010376368,0.999999999982174,0.425,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
AP4E1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0982790925824582,0.263969513871394,0.375,0.375,0.138625499423028,0.263969513871394,0.375,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DDIT4L,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0982790925824582,0.244076859027424,0.362,0.362,0.125799362247154,0.244076859027424,0.362,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FAM32A,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0983549976487097,0.999999999982174,0.457,0.457,0.961473338746953,0.999999999982174,0.457,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ARHGEF39,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0985913490333175,0.999999999982174,0.438,0.438,0.935816842660022,0.999999999982174,0.438,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LCE1B,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0987181377564474,0.232599706133615,0.353,0.353,0.118421045355447,0.232599706133615,0.353,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ANAPC11,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0988388388776039,0.999999999982174,0.557,0.557,0.999431200924278,0.999999999982174,0.557,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TGFB1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0988388388776039,0.276147023678066,0.382,0.382,0.147365251314993,0.276147023678066,0.382,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DUSP14,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0989184129066458,0.999999999982174,0.469,0.469,0.972982891156829,0.999999999982174,0.469,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
STARD3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0990654974335395,0.224049161757395,0.346,0.346,0.113222327969853,0.224049161757395,0.346,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SLC25A36,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0990654974335395,0.522137586749798,0.483,0.483,0.311640609953182,0.522137586749798,0.483,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CFAP20,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0991849985281088,0.999999999982174,0.424,0.424,0.913949191176829,0.999999999982174,0.424,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TYSND1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0991849985281088,0.999999999982174,0.428,0.428,0.920695013611105,0.999999999982174,0.428,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PAPOLG,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0993536635224251,0.223296943499619,0.345,0.345,0.11277197838377,0.223296943499619,0.345,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PTGER2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0993536635224251,0.226651373161963,0.348,0.348,0.114751166915333,0.226651373161963,0.348,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PDE10A,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0993536635224251,0.262243919829436,0.372,0.372,0.137594749044387,0.262243919829436,0.372,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BIRC6,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.0999701679444489,0.55332640028398,0.491,0.491,0.333561858284399,0.55332640028398,0.491,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TACO1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.100124119907315,0.999999999982174,0.513,0.513,0.994805550511352,0.999999999982174,0.513,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
COPS6,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.10019633694153,0.999999999982174,0.439,0.439,0.939405818900449,0.999999999982174,0.439,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MMAA,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.100481865699393,0.428137360249783,0.45,0.45,0.249221525743623,0.428137360249783,0.45,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
F8A1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.100886499185999,0.999999999982174,0.374,0.374,0.784441264635655,0.999999999982174,0.374,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PPP1R8,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.100924772792691,0.999999999982174,0.417,0.417,0.902056739524072,0.999999999982174,0.417,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TMEM184A,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.101419394064003,0.999999999982174,0.367,0.367,0.765249286010305,0.999999999982174,0.367,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CLIC3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.101451032812016,0.999999999982174,0.371,0.371,0.775824468430403,0.999999999982174,0.371,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NUDT1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.102101015734726,0.999999999982174,0.481,0.481,0.983001483225778,0.999999999982174,0.481,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
UFD1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.102121826977204,0.999999999982174,0.491,0.491,0.988233766890691,0.999999999982174,0.491,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
NRP2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.103007115366624,0.353512355993066,0.416,0.416,0.199100826913076,0.353512355993066,0.416,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ITGAV,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.103469169083352,0.484851907283041,0.466,0.466,0.287099415538983,0.484851907283041,0.466,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GPC6,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.104058170905844,0.738558968459695,0.532,0.532,0.454747943472982,0.738558968459695,0.532,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SPATA2L,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.104407266152579,0.999999999982174,0.441,0.441,0.947188557352986,0.999999999982174,0.441,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LPAR2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.104407266152579,0.999999999982174,0.375,0.375,0.797746521201983,0.999999999982174,0.375,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SNX30,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.104422038582644,0.229455773539886,0.342,0.342,0.116508420229901,0.229455773539886,0.342,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
TMEM144,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.105195132202232,0.223296943499619,0.336,0.336,0.112747346359302,0.223296943499619,0.336,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
IFT22,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.105417820885862,0.999999999982174,0.444,0.444,0.951896084836484,0.999999999982174,0.444,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LANCL2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.10561292799303,0.999999999982174,0.414,0.414,0.901860192490478,0.999999999982174,0.414,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PITPNA-AS1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.105633232689454,0.999999999982174,0.471,0.471,0.978444982188403,0.999999999982174,0.471,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GPR173,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.105690553544332,0.234561376903001,0.343,0.343,0.119567293069108,0.234561376903001,0.343,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
POLE3,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.1058665319336,0.999999999982174,0.464,0.464,0.972581464642351,0.999999999982174,0.464,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ZNF428,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.106172979946765,0.999999999982174,0.445,0.445,0.953538873035206,0.999999999982174,0.445,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
LINC00467,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.106172979946765,0.999999999982174,0.395,0.395,0.856897502297743,0.999999999982174,0.395,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ATP5MF,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.106379610339836,0.999999999982174,0.503,0.503,0.993267127703364,0.999999999982174,0.503,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MAGOH,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.106962662227804,0.999999999982174,0.422,0.422,0.919850859733526,0.999999999982174,0.422,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
KRT8,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.106982885221068,0.999999999982174,0.454,0.454,0.964816785476999,0.999999999982174,0.454,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
COX6B1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.1078818918004,0.999999999982174,0.554,0.554,0.999499844491133,0.999999999982174,0.554,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SF3B5,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.108049354656963,0.999999999982174,0.484,0.484,0.986679649467183,0.999999999982174,0.484,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DIP2C,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.108049354656963,0.326332989251223,0.396,0.396,0.180201487146273,0.326332989251223,0.396,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PCDHB13,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.108089392353075,0.483883392591635,0.46,0.46,0.286373756244483,0.483883392591635,0.46,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CCDC93,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.108552840236595,0.249588381021774,0.35,0.35,0.129503405247147,0.249588381021774,0.35,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SENP6,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.108584052747744,0.41305003237197,0.434,0.434,0.239127392954968,0.41305003237197,0.434,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GLS,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.108740022853863,0.291366109197217,0.376,0.376,0.156861251240766,0.291366109197217,0.376,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ARHGEF12,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.109315030316906,0.316948972984343,0.389,0.389,0.174122596164669,0.316948972984343,0.389,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
DYRK2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.109424409468578,0.255097541085533,0.352,0.352,0.133003686515665,0.255097541085533,0.352,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MANEA,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.109912759117308,0.403508234481633,0.428,0.428,0.231953790135983,0.403508234481633,0.428,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SLC9A3-OT1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.110144578353137,0.999999999982174,0.368,0.368,0.788218077835714,0.999999999982174,0.368,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ABHD11,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.110365649189095,0.999999999982174,0.467,0.467,0.977242143496078,0.999999999982174,0.467,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
MED31,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.110570688225362,0.999999999982174,0.382,0.382,0.829066091416381,0.999999999982174,0.382,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SNHG6,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.110743203767305,0.999999999982174,0.504,0.504,0.994147418069264,0.999999999982174,0.504,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
GADD45GIP1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.110787888407326,0.999999999982174,0.518,0.518,0.996974359607875,0.999999999982174,0.518,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SMAD4,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.110791297028886,0.417505152718982,0.433,0.433,0.24196918127707,0.417505152718982,0.433,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
FOXN2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.110916625059603,0.470998579913439,0.452,0.452,0.278303877879671,0.470998579913439,0.452,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RP9,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.110916625059603,0.999999999982174,0.363,0.363,0.771623892868351,0.999999999982174,0.363,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CNST,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.110916625059603,0.244590709998113,0.343,0.343,0.126217539076795,0.244590709998113,0.343,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CAHM,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.110916625059603,0.341224541116499,0.399,0.399,0.190677990428937,0.341224541116499,0.399,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
SCAI,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.111065871048793,0.428137360249783,0.436,0.436,0.249342890308993,0.428137360249783,0.436,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
RAF1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.111134875582176,0.266971956418295,0.357,0.357,0.140538067623971,0.266971956418295,0.357,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
USP9X,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.111134875582176,0.428012361988857,0.436,0.436,0.249000902414901,0.428012361988857,0.436,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
HAT1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.11129713640232,0.999999999982174,0.398,0.398,0.873642247702249,0.999999999982174,0.398,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
POP7,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.111322180137132,0.999999999982174,0.539,0.539,0.998960593053158,0.999999999982174,0.539,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
PRDX1,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.111329631724179,0.999999999982174,0.379,0.379,0.82530471829713,0.999999999982174,0.379,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
VPS36,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.111329631724179,0.586468670270182,0.487,0.487,0.355016412034623,0.586468670270182,0.487,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
YPEL2,Fun-CIM,NKI.TNBCCL,0.3,2,2,1,NO,0.111329631724179,0.237716978680758,0.337,0.337,0.12199814754937,0.237716978680758,0.337,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
